Novati Translation by Michael Chidester Getty Translation by Colin Hatcher,Morgan Version (1400s) [edit] Transcribed by Michael Chidester,Getty Version (1400s) [edit] Transcribed by Michael Chidester
"[57] I have in hand the catch that I have sought with you For throwing you to the ground with your sword. Following on from the play of the student before me, I cut my opponent’s face with his own sword, then force him to the ground. Here I am demonstrating just how effective this art really is.","[15v-a] Questo e uno altro modo de butar uno in terra. E si fa per tal modo lo scolar se incrosa cum lo zugadore dela parte dritta, e si vene ale strette. E cum la mane stancha pigla la spada delo zugadore passando la mezamento della spada, e subito butta la sua spada in terra, e quella del zugadore propia, gle mette al collo piglando lo mantenir al mezo zoe in mezo dela mane del zugadore. E cum lo suo pe dritto dredo lo suo dritto, e per tal modo lo butar in terra cum la sua spada propria.","[29v-a] ¶ Del zogho del scolaro che m'e denanzi, si fazo questo zogho, cum la sua spada gli taglio Lo volto mandandolo in terra. Ben ti mostraro che tal arte sia vera."
[58] This is the cover of the backhand For making plays of the greatest deceptiveness.,,
[59] From the cover of the backhand have I enclosed you here: You will not be defended from the narrow play nor from strikes.,,
[60] This is a strong catch that comes from the backhand: You are finished striking and your sword is lost.,,
"[61] If he covers from his left side, grab his left hand including his pommel with your left hand, and pull it upwards and backwards. From there you will be able to strike him with thrusts and cuts.",,"[29r-c] ¶ Se uno se covra dela parte riversa, pigla cum la sua mane stancha cum la sua man stancha cum tutto lu pomo dela sua spada, e penzilo in dredo, e cum punta e taglio ben lo po ferire."
"[62] In this fashion I have bound you so well That you would be trapped in armor or without: And your sword will be useless against me; I make this counter of the taking of the sword with certainty. If I am crossed at Narrow Play with someone, I can quickly make this move[308] to prevent him from attacking me by taking my sword, or a lock.","[16v-d] Questo si e uno altro contrario che contra lo tore de spada e fe[!] fa presto e subito per tale modo. Quando uno si vene tego a incrosare, o passa, o acrese stretto cum lo pe stancho denanci, e la tua mane stancha pigla la sua mane in la zuntura della sua mane per sotto lo so mantenir. E volta la sua spada in verso parte riversa per tale modo ch'e aqui dipento. E si lo fieri in lo petto, o in lo ventre o vero li che meio[!] gle piase.","[30r-a] ¶ Se io incroso ale strette cum uno. Subito fazo questa presa, per che ne cum tor di spada ne cum ligadure non mi faza offesa. Anchora lo posso ferire de punta e de taglio senza mio periculo."
"[63] When I am crossed I move to the Narrow Game, and I place the hilt of my sword between your two hands. Then I push your two hands upwards so that your sword is high. From here I throw my left arm over your arms from the left, binding[309] them with your sword pinned under my left arm. Then I will strike multiple times until I am exhausted. The student who follows me will show you what happens next.",,"[28v-d] ¶ Quando io son incrosado io vegno al zogho stretto. Ello elzo dela mia spada enfra le toii mane metto. E levo le toii brazze cum la tua spada in erto. E'llo mio brazo stancho butero per sopra li toii a man riversa, e serero li toii brazi cum la tua spada sotto lo mio brazzo mancho. E de ferir non ti lassaro in fin che saro stancho. Lo zogo che m'e dredo che fa lo scolaro. Ello e mio zogo, e quello te voglio fare."
"[64] I enclosed your arms with my left arm, And this play is better armored than unarmored: Also, I counter the taking of the sword, According to where Master Fiore put me. The student who is before me has completed the play which I said to do. Your arms have been bound in ligadura mezana (middle bind). Your sword is prisoner, and it can not help you. And with mine I can cause you a lot of injuries. Without doubt I can put my sword to your neck. I can immediately do the play which is after me.",,[29r-a] ¶ Del scolaro che m'e denançi io complisco'l zogho. e quello che luii di far a ditto io l'o fatto. Le braze t'o ligade in ligadura mezana. La tua spada e in prisone e non ti po iutare. E cum la mia feride asaii te posso fare. La mia spada ti posso metter al collo senza dubito. E'l zogo che m'e dredo te posso far subito.
"[65] This play follows on from the previous one, where the student struck his opponent multiple times while using his left arm to keep the opponent’s arms and sword pinned. Now I throw my sword at my opponent’s neck as depicted. Then I throw him to the ground to complete the play.",,"[29r-b] ¶ Del zogho che denançi si fa questo zogho, che quando lo scolaro a ben ferido lo zugadore tegnando gli brazzi cum la spada ben ligadi cum lo suo brazzo mancho la sua spada gli buta al collo e metilo in questo partito. Se io lo butto in terra lo zogho o complito."
"[66] I have enclosed your hand with my sword, And I will strike you a bargain with many strikes to your head; And I make the counter to the middle taking of the sword: This bind I have made which arises thus.",,
"[67] I have hindered your sword with my arm, And I have fixed the point of mine in your face: And I counter the takings of the sword And all the various other narrow plays. When I am crossed, I pass with a cover, and I injure you in your arms in this part. And this thrust you get in the face. And if I advance the left foot, both your arms will be bound. Or, that in the other play after me of grabbing you, you are bound at the sword by the hilt's retention.","[16v-b] Quando io sono incrosado io passo cum coverta E fiero in gli toii brazi a questo partito. E questa punta pogno in lo to[!] volto. E si lo pe stancho io acresco trambe le brazi ti ligaro. Overo che in questo zogo che m'e dredo te pigliro zoe che te ligaro la spada, e per l'elzo la tegnero.","[28v-b] ¶ Quando io son incrosado io passo cum coverta, e fiero in gli toii brazzi in questo partito. E questa punta ti metto in lo volto. E si lo pe stancho io acresco trambe le brazze te ligaro. Overo che in questo zogho che m'e dredo ti pigliro, zoe che ti ligaro la spada e per l'elço la tigniro."
"[68] I have trapped your sword by the hilt, And I will strike you a great bargain with edge and point: Also, I am the counter to the sword in the raised hand; I can strike you and you cannot touch me. This is the grip that the student before me said to do to you. I can injure you without danger. I retain your sword's hilt, I will give you cuts and thrusts cheaply (with no risk?). And this play breaks all sword-disarms, and doing it immediately spoils the narrow play. [In the Getty, the Master is missing his crown.]","[16v-c] La presa che dise lo scolar che m'e denanci quella ti fazo, ferir te posso senza impazo e tegno l'elzo de tua spada, de punte e tagli ti faro derada. E questo zogo rompe ogni tore de spada e llo zogo stretto subito farlo quello guasta.","[28v-c] ¶ La presa che dise lo scolar che m'e denanzi quella ti fazo, Ferir ti posso senza impazo. E'llo elço tegno di tua spada, de punte e tagli ti faro derada. E questo zogho rompe ogni tore di spada, e lo zogho streto a farlo subito a farlo subito[314] quello guasta."
"[69] This play is taken from the first play of the First Dagger Remedy Master, who places his left hand over the opponent’s wrist[316] to take the dagger from his hand. In similar fashion the student here places his left hand over the opponent’s right forearm, rotating it outwards to remove the sword from his right hand…[317]",,"[29v-b] ¶ Questo zogho e tolto del zogho dela daga çoe del primo magistro rimedio, che come ello mette la mane stancha sotto la daga per torgella de mane, per lo simile questo scolaro gli mette la mano stancha sotto la mane dritta del zugadore per trargli la spada di mano. Overo ch'ello mettera in ligadura mezana come lo secondo zogho ch'e dredo lo primo magistro rimedio di daga ch'e ditto denanzi. E quella ligadura si'e di questo scolaro."
[70],,"[29v-b] ¶ Questo zogho e tolto del zogho dela daga çoe del primo magistro rimedio, che come ello mette la mane stancha sotto la daga per torgella de mane, per lo simile questo scolaro gli mette la mano stancha sotto la mane dritta del zugadore per trargli la spada di mano. Overo ch'ello mettera in ligadura mezana come lo secondo zogho ch'e dredo lo primo magistro rimedio di daga ch'e ditto denanzi. E quella ligadura si'e di questo scolaro."
"[71] …Or from here he can transition to a middle bind, as shown in the second play of the above-mentioned First Dagger Remedy Master.[320] And that bind belongs to this student.[321]",,"[29v-b] ¶ Questo zogho e tolto del zogho dela daga çoe del primo magistro rimedio, che come ello mette la mane stancha sotto la daga per torgella de mane, per lo simile questo scolaro gli mette la mano stancha sotto la mane dritta del zugadore per trargli la spada di mano. Overo ch'ello mettera in ligadura mezana come lo secondo zogho ch'e dredo lo primo magistro rimedio di daga ch'e ditto denanzi. E quella ligadura si'e di questo scolaro."
"[72] You wanted to enclose my sword under your arm But the counter brings you to an evil end here. I am the counter to the student who preceded me, if he tries to use the second play of the First Dagger Remedy Master against me that you heard about previously, and this is how I am done. And when I do this play I doubt you will be able to remain on your feet holding your sword.[322]",,[29v-c] ¶ Io son lo contrario e si fazo contra lo scolaro che m'e denançi che vol far zoghi de daga zoe del primo magistro rimedio lo suo segondo zogho che gl'e dredo. Se cum tua spada remara in pie quello non te credo.
"[73] I am also a counter to the student who tried to use the second play of the First Dagger Remedy Master against me.[323] From the previous picture, if I now start to cut into his throat, he will stand up a little, and then if I move quickly, I can throw him backwards to the ground.",,"[29v-d] ¶ Anchora son contrario de quello scolaro che vol fare zogi de daga zoe lo segondo zogho che m'e denanci, di quello scolaro faço contra. Si io gli sego la gola pocho monta. E in terra lo posso buttare. Se voglio tosto lo posso fare."
"[74] From the cover on the right side, thus have I caught you: My sword will be in your face, and you will be laid out on the ground.",,
"[75] This taking of the sword is called Above; Which was made a thousand times and more by Fiore Furlano. This is a high sword disarm. With my left hand I pin his hands, while at the same time I press forwards against his blade with the grip of my sword so that he loses his grip on his sword. Then I will deal him several good strikes. The student who comes after me will show how this play finishes with the opponent’s sword lying on the ground.","[15r-a] Questo e lo tore de spada lo sovrano cum lo mantenir de mia spada io penzo innanci, e cum la man mancha io stringo li[324] suoii brazi per modo ch'ello conven perdere la spada. E poi de grandi feride gle faro derada lo scolar che m'e dredo, aquesto zogo mostra como la spada dello zugadore e in terra posta","[30r-c] ¶ Questo e'l tor di spada lo sovrano cum lo mantenir de mia spada io penzo inançi e cum la mia man mancha io stringo gli soi brazi per modo ch'ello conviene perder la spada. E poii de grande feride gle faro derada. Lo Scolaro che m'e dredo aquesto zogo mostra como la spada del zugadore, e in terra posta."
"[76] Following the disarm performed by the student who came before me, you will feel your sword fall to the ground. And now there is no question as to whether I can strike you.",[15r-b] Per la presa dello scolar che m'e denanci de mi a fata la spada in terra t'e caduda. Tu lo poii sentir Asai feride te posso fare senza mentire.,[30r-d] ¶ Per la presa del scolaro che denanzi mi a fatta La spada in terra t'e caduta. Tu lo poii sentire. Asai feride te posso fare senza mentire.
"[77] Here I make the taking of the sword in the middle, And I will give you grief with my sword or yours.  This is how you do the middle sword disarm. The rotation of the opponent’s sword is the same as in the first disarm, but the grip on his arm is not the same. [In the Getty, the Scholar's left foot is outside (in front) of his opponent's.]","[15v-b] Questo e lo mezano tor de spada, chi lo sa far tal voltar de spada se fa ad aquesto come se fa allo primar, Salvo che le prese non sono inguali.[325] Lo primo tore de spada liga tr'ambedui gli brazi. Io non voio avere quigli impazi. Io sepero uno brazo e le mane una via dall'altra. El non e si forte che me la possa tegnir, che'l non gle la faza delle mane cadere. Come e ditto de sovra, Io son lo tore de spada mezano, che mille volte l'a fatto Fior furlano.","[30v-a] ¶ Questo e'l mezano tor de spada chi lo sa fare. Tal voltar di spada si fa in questo, qual al primo. Salvo che le prese non sono eguale."
"[78] This is the taking of the sword from below: It will be made well by whoever is a gifted Master in the art. This is another sword disarm, named the low disarm. The low disarm is performed in a similar way to the high disarm, with the same rotation of the opponent’s sword, following the same path. With your right hand you press his blade forwards, making his sword handle rotate upwards, and you must keep your left hand on his handle as it turns.","[15v-c] Questo e uno altro tor de spada, chiamado sottano per tal modo se to aquesta, como fa lo soprano, e sotano zoe cum tal voltar de spada. Per lo camino dele altre aquesta vada. Cum la mane dritta cargando innanci volta tonda cum lo mantenir. E lla mane stancha la volta tonda debia seguir.",[30v-b] ¶ Questo e un'altro tor de spada chiamado sottano. Per simele modo se tole questa como fa lo sottano e'l soprano zoe cum tale voltar de spada. Per lo camino dele altre questa vada. Cum la mane dritta cargando inanci una volta tonda cum lo mantenir. E la mane stancha la volta tonda debia seguir.
"[79] I take this sword for my own: I will do you villainy with a rotation and a taking.  Here’s another way you can take his sword if you are crossed at close range: put your right hand above his and grab his sword at mid-blade keeping it upright, then immediately drop your sword to the ground. Now with your left hand you grab your opponent’s sword under the pommel, and turn it to his left.[328] Then immediately your opponent will be forced to release his sword.","[15v-d] Questo e uno altro tore de spada ch'e acosi fatto. Che quando uno e ale strette incrosado lo scolar de meter la sua mane dritta per sotto la sua de si insteso. E piglar quella del zugadore quasi al mezo o ben erto. E subito lasar la sua spada andare in terra, e cum la man stancha de piglare sotto lo pomo la spada[329] dello zugadore e dargle la volta tonda[330] a man dritta. E subito lo zugadore avera[331] la sua spada persa. E llo scolar cum meza volta toglandoie la spada po ferir lo zugadore.[332]","[30v-c] ¶ Uno altro cosi fatto tor di spada, che quando uno e ale strette incrosado, lu scolaro de mettere la sua mane dritta per sotto la sua de si instesso. E piglar quella del zugadore quasi al m[e]zo o'ben erto. e subito lassar la sua andar in terra. E cum la man stancha de piglar sotto lo pomo la spada del zugadore e dargli la volta tonda a'man riversa, E subito lo zugadore avara la sua spada persa."
"[1] Here are three friends who seek to kill this Master, who is waiting for them with his two handed sword. The first intends to throw his sword at the Master like a spear. The second aims to strike him with a cut or a thrust. The third intends to throw two spears he has made ready, as you see drawn here.",,"[31r-a] ¶ Questi sono tre compagni che voleno alcider questo magistro che a spetta cum la spada a doii mane. Lo primo di questi tre vole lanzare la sua spada contra lo magistro. Lo segondo vole ferire lo detto magistro de taglio o de punta. Lo terzo vole lanzare doii lanze ch'ello a parechiade, come qui depento."
"[2] I wait in this guard—the Boar’s Tusk—for these three to attack, but I could also wait in other guards, for example, left side Guard of the Lady or left side Window Guard, and with any of these I would be able to defend just as well as I can with the Boar’s Tusk. Each of these guards uses the same method of defense. I wait unperturbed for them to come at me one after the other, and my defense will not fail against cuts, thrusts, nor any handheld weapon they throw at me. I advance my right front foot off the line and with my left I step obliquely, beating the incoming weapon aside towards my opponent’s left side. And in this way I make my defense, first by making cover and then quickly counter attacking.",,"[31r-b] ¶ Io spetto questi tre in tal posta, zoe in dente di zengiarom e in altre guardie poria spettare, zoe in posta de donna la senestra, Anchora in posta di finestra sinestra, cum quello modoe e deffesa che faro in dente di zenghiaro. Tal modo e tal deffesa le ditte guardie debian fare. Senza paura io spetto uno a uno, e non posso fallire, ne taglio ne punta ne arma manuale che mi sia lanzada. lo pe dritto ch'i'o denançi acresco fora de strada, E cum lo pe stancho passo ala traversa del arma che me incontra rebatendola in parte riversa. E per questo modo fazo mia deffesa. Fatta la coverta subito faro l'offesa."
"[3] We are two Masters that await the throw We have little care of lances, darts, and swords. And the defense that we make with our swords We could similarly [use to] defend ourselves with staffs With the step and the beat that we make; In the narrow, the edge and the point we use. And even if it were Pulicano, who was a great thrower, Against us he would not have honor.","[18r-b] Io aspetto aqui in dente de zenghiar, tuti tagli e punte io so riversar, lanzi lance, e spade, e dardi chi lo sa fare, che de tuti me savero reparare. E zo che io faro, la posta de coda longa lo po fare altre tal. Io passo fora de strada alla traversa rebatendo, zo che me vene alanzado, e quando io hoe rebatuda la punta delo avanzo del'arma io dubito. Che non me fiera la persona per un'altra volta me lla conviene rebater subito.",
"[1] We are six guards for armored fencing, Which art we know how to perform in its completeness. And this art concludes everything in the right truth: It applies poleax, sword, and dagger to great extremes. And here we'll explain how the art can come: Masters and students will do it without lying. We are 6 masters who are very knowledgeable in the art of armed fighting, and each one of us is an expert in this art. Hand-held weapons do not worry us, because we know how to defend against any cuts and thrusts that may come our way.","[10r] Aqui comenza la spada de armizare. Ben sera magistro chi tali zoghi sara fare. Gli magistri sono sie e zaschuno in guarda. De covrir e ferir non farano niente tarda. E chi piu savera in questa lor arte, de tuti lor zoghi che segueno avera parte.",[32v-a] ¶ Noii semo ·ⅵ· Magistri che savemo ben armezare. E zaschuno de noii quell'arte sa ben fare. E de arme manuale curamo ben pocho de tagli e de punte se defendemo s'el zi fa loco.
"[2] The Shortened Stance, the Serpent I am the Shortened Stance, the Serpent, And I have a fine point for passing through armor. I am the Short Serpent Guard, and I consider myself superior to the other guards. And when I thrust those I strike will be well-marked.",[10r-a] In posta breve la serpentina io voio venire. Se tu non e bene armato ben te lo faro sentire per ferir de punta meior delle altre guardie mi tegno. Perche delli tagli cum la crose mi segno e niente mi pon fare. In arme e senza arme lo voio provare.,"· Posta Breve la serpentina · Io son posta breve la serpentina meglor dele altre mi tegno, A chi daro una punta ben gli parara lo segno."
"[3] The Stance of the True Cross I am the stance called the True Cross And cuts and thrusts mean nothing to me. I choose to use the True Cross Guard against you. And your thrust will fail to strike me. I will make cover to your attack as I make my step, and my thrust will strike you without fail. Neither you or the other guards concern me, because I am so well versed in the art of armed fighting that my crossing cannot fail me. Step, cross and strike, and this art will never fail you.","[10r-b] Io son posta de vera crose che contra ti voio fare. In mi la tue punte non pon entrar. De ti me covriro in lo passare che faro. E de punta te feriro senza falo. Che ti e lle altre guardie pocho me pono fare. Tanto so bene lo armizare. Che non posso falire lo incrosare. Che in lo passare e in lo incrosar, e in lo ferire, l'arte vole a questo non falir. E rompo tute tue punte, e non faliro per certo vene oltre, e tra voii basso, la punta voi erto.","· Posta de vera crose · [32v-b] ¶ Posta di vera crose ch'e contra ti voglio fare, In mi le toi punte no pon entrare. De ti me covriro in lo passare che faro, e de punta te feriro, senza fallo, Che ti e'le altre guardie pocho mi pon fare, tanto so bene lo armizare che non posso fallire lo incrosare, che in lo passar e in lo incrosar, e in lo ferire, l'arte vole questo a non fallire."
"[4] The Raised Serpent I am the Serpent, the Sovereign; I shoot great thrusts down low. I also cover against cuts and thrusts, Those strikes amount to little to me. I am the High Serpent and I am well positioned to give great underhand thrusts, since I begin high but end low. I will throw a great thrust into you as I step. That is my skill and I do it well. Your cuts do not concern me in the slightest, because when it is time to hand out great thrusts, you’ll get a large portion from me.","[10r-c] Sompuo[!] serpentino son lo soprano, e ben armado grande punte butto subito sotto mane, che son in erto e torno al piano. Una forte punta te butiro cum la passare. Ella e mia arte che lo so ben fare, delli tuoi tagli non me curo niente tanto so in l'arte. Che de grande punte io te daro grande parte.","·· Sonno serpentino lo soprano · [32v-c] ¶ Sompno[!] serpentino son lo soprano, e ben armado grande punte zetto sotto mano, che son in erto, e torno al piano. Una forte punta ti butiro cum lo passare. Ella e mia arte che la so ben fare. Di toi tagli non me curo niente tanto so in l'arte, che de grande punte io ti daro gran parte."
"[5] The Middle Iron Gate I am the Iron Gate in the Middle: Throwing great thrusts, I am always deceitful. My name is Middle iron Gate, and whether you are armoured or unarmored I make strong thrusts. I step offline with my left foot and I put a thrust into your face. I can also place my point and blade between your arms in such a way that I will put you into the middle bind, as depicted and identified earlier.","[10r-d] De ferro son chiamada mezana porta perche in arme e senza e fazo le punte forte. E passaro fuora de strada cum lo pe stancho, e ti mezo una punta in lo volto. Overo che la punta e cum lo taglo enfra gli toii braçi intrero per modo che io te metiro in la ligadura mezana. In quella ch'e denanci dipenta e nominada.","· Porta de ferro La mezana · [32v-d] ¶ Porta di ferro la mezana son chiamata, per che in arme e senza e fazo le punte forte. E passaro fora de strada cum lo pe stancho e'te metero una punta in lo volto, overo che cum la punta e'cum lo taglio enfra li toi brazzi intrara per modo che io te mettero in ligadura mezana, in quella ch'e denanzi penta e nomenada."
"[6] The Archer's Stance I am the Archer's Stance, the sentinel, And I am always ready to strike and cover. I am known as the Archer’s Guard, and I throw great thrusts as I step offline. And if strikes or thrusts come against me, I make a strong cover, and then immediately I strike with my counter. This is my skill, and I never vary from it. [The Getty resembles the Pisani Dossi image.]","[10v-a] Posta sagittaria son per nome chiamata, grande punte io zeto passando fora de strada, e si me ven contra colpo o taglio io fazo bona coverta, e subito io fiero lo mio contrario. Aquesta e mia arte che non svario.","Posta Sagittaria [33r-a] ¶ Porta[!] sagittaria son per nome chiamada, grande punte e zetto passando fora de strada. E si me ven contra'colpo o taglio, io fazzo bona coverta e subito io fiero lo mio contrario. Questa si'e mia arte in la'qual non svario."
"[7] The Stance of the Bastard Cross Of the Stance of the Cross, I am the Bastard, And I will not delay in making her plays. I am the Hybrid Cross Guard, and I am related to the True Cross Guard, in that anything it can do, I can do also. I make strong covers, thrusts or cuts, usually avoiding your strike by stepping offline, and my strikes are my greatest asset.",[10v-b] Di vera crose son bastarda posta. Zo che ella po far voluntiera lo fazo. Bone coverte e punte e tagli fazo per usanza. Sempre schivando gli colpi fora de strada. E deli mie colpi io fazo grandissima derada.,"· Posta de crose bastarda · [33r-b] ¶ Posta di crose bastarda son di vera crose, Zo che la po fare volontiera lo fazzo. Bone coverte, e punte, e tagli fazo per usança sempre schivando gli colpi fora di'strada. E di miei colpi fazzo grandissima derada."
"[8] With this cover I believe that I can waste anyone, Following that which you will see the Scholar do to you. This cover is made from the True Cross Guard, when I step diagonally offline. And so that you can see what can be done from this cover, my students will show the plays that follow it, and since they are experienced in mortal combat, they will show these skills without hesitation. [In the Pisani Dossi, the Master is missing his crown.]","[10v-c] De posta de vera crose io son ensudo cum questa coverta passando fora de strada ala traversa. E di questa coverta si vedera quello aquello ch'io posso fare. Per gli mie scolari lo posso mostrare. Che li fazano li miei zoghi in complimento. Aqui gli che son da combater ha oltranza, l'arte[337] monstrarano senza dubitanza.","[33r-c] ¶ De posta di vera crose io son ensudo cum questa coverta passando fora de strada ala traversa. E di questa coverta si vedera quello ch'io posso fare, per gli miei scolari lo posso mostrare, Ch'elli farano gli miei zoghi in complimento, quegli che sono de combatter a oltranza, L'arte mostrarano senza dubitanza."
"[9] This thrust exits from the Master's cover, And the other plays hereafter may well arise. I am the first student of the Master who came before me, and I make this thrust from his cover. You should also know that you can make this thrust from the True Cross Guard and from the Hybrid Cross Guard. As the opponent makes his thrust, the Master or his student who is waiting in one of these guards (or posts) keeps his body low and steps offline crossing the opponent's sword, with his point high into the opponent's face or chest, and with the hilt of his sword kept low, as shown here. [In the Getty, the Scholar's opponent's right foot is forward.]","[10v-d] E son lo primo scolar delo magistro che m'e denanci, e aquesta punta fazo che la ese della sua coverta. Anchora digo che della posta de vera crose, a de posta de crose bastarda po se fare aquesta punta e digo de subito zoe come lo zugadore tra una punta alo magistro o scolar che fosse in le dite guardie, overo poste, lo magistro overo scolar de andare basso cum la persona e pasar fora de strada atraversando la strada, E cum la punta erta al volto overo al petto cum lo mantenir della spada a basso come dipento aqui.","[33r-d] ¶ E son lo primo scolaro del magistro che m'e denanzi. Questa punta fazo per che ella esse di sua coverta. Anchora digo che dela posta di vera crose, e de posta de crose bastarda se po fare questa punta, e digo de subito zoe comme lo zugadore tra una punta alo magistro o scolar che fosse in le ditte guardie overo poste lo magistro lo magistro[338] overo scolar de andar basso cum la persona e passar fora de strada traversando la spada del scolaro, e cum la punta erta al volto overo al petto, E cum lo mantenir dela spada basso, come qui depento."
"[10] If I see my thrust cannot penetrate his chest, or his face due to his visor, I can lift his visor in order to thrust into his face. And if this does not satisfy me, I can apply other stronger plays.",,"[33v-a] ¶ Quando io vezo che la mia punta no po intrare in lo petto ne in lo volto per la visera, io levo la visera e si gli metto la punta in lo volto. E se questo no me basta io mi metto alli altri zoghi piu forti."
"[11] When I closed with this opponent, his armor prevented me from striking him as shown in the previous play. So instead I push strongly against his elbow and make him turn away. Let’s see now if his armor is strong enough when he is attacked from behind.",,"[33v-b] ¶ Quando io veni a le strette cum questo zugadore a sai lo ferido di denançi e per le arme, niente me zova. Ma per lo cubito lo penzero forte che lo faro voltare Se le suoii arme sarano di dredo forte, voro lo provare."
"[12] When I saw that my sword was ineffective against you, I quickly applied this grappling technique. I believe, see and feel that your armor will be useless to you when I put you in this strong lower bind, which is shown further in the next[339] picture.",,"[33v-c] ¶ Quando io vidi che cum la spada, niente ti posseva fare. Subito io presi questa presa d'abrazare, che io creço, e vezo, e sento che le arme non te valerano niente, che ti metero in la forte ligadura de sotto in questa che m'e dredo posta, Io ti faro fare subito la mostra."
"[13] I have you locked in the lower bind or “strong key”, and from this position you cannot escape regardless of how strong you are. I could hurt you or even kill you. I could stop to write a letter and you would not even be able to see what I was doing. You have lost your sword and your helmet, you have been humiliated[340] and you’ll soon be hurting.[341]",,"[33v-d] ¶ In la ligadura de sotto e chiave forte t'o serado per si fatto modo che tu no poii ensire, e forza non ti val niente. Stentar ti posso, e'la morte ti posso dare una lettera scriveria che no me'llo porissi vedare. Tu non ai spada ne armadura di testa. tu ai pocho honore e farai breve festa."
"[14] You go to the ground because of the point of the sword, And if I do not do you worse you will have a bargain. This play flows from the first Master who showed the True Cross Guard or the Hybrid Cross Guard, as follows: when the opponent makes a thrust at the Student who is waiting in guard, the student quickly steps off line to make cover, and counters with a thrust to the opponent’s face. Then the student advances his left foot behind[342] his opponent’s lead foot as shown, in order to throw him to the ground, using the point of his sword to hook around the opponent’s neck.","[11r-a] Quando lo scolar che m'e denanci non po fare lo zugadore cum la punta, e llo acrese lo suo pe stancho dredo lo suo dritto. E lla punta de sua spada gle mette sotto, la gola per butarlo in terra como aqui dipento.","[34r-a] ¶ Questo zogo esse del primo nostro magistro de posta di vera crose e dela bastarda, zoe, Quando uno gli tra una punta e'llo scolaro l'aspetta in la guardia sua, e subito passa ala coverta fora de strada e tra gli una punta in lo volto, e cum lo pe stancho acresse de fora del suo pe ch'e denanzi per questo modo ch'e depento per butarlo in terra che la punta dela spada gl'avança oltra lo'collo."
"[15] You feel the sword that I have set at your neck And I will show you death on the ground. Also let me point out that if the Student has moved to close range, and finds himself unable to destroy his opponent with his sword, then he should use his sword to grapple as shown, that is, he should cast his sword to his opponent’s neck, then step with his right foot behind the opponent’s left foot, and throw him to the ground to the right.","[11r-b] Aquesto scolar ch'e denanci de mi s'ello non po butar lo zugadore in terra cum la punta de sua spada, e cum lo suo pe stancho dredo lo suo dritto, ello passa cum lo pe dritto dredo lo suo stancho, e la spada gle butta al collo. E aquesto zogo io lo fazo icon in suo scambio.","[34v-b] ¶ Anchora digo che quando un scolaro e venudo ale strette, che vezando ch'ello non po guastare lo compagno cum sua spada, ch'ello si de metter all'abrazare cum sua spada in questo modo zoe, che lo scolaro debia buttar la spada sua al collo del zugadore, e'lo suo pe dritto debia metter dredo lo pe stancho del zugadore, e butarlo in terra a man dritta."
"[16] When I move from my guard to a close range cover and am unable to strike you with a cut, I strike you with a thrust. If I cannot strike you with either, I strike you with the cross guard or with the pommel, depending on my preference. And when I choose to play at close range, and my opponent believes I intend to use my sword, I switch to grappling when this gives me an advantage, or, if not, I can strike him in the face with my cross guard as I told you before, whichever I like.",,"[34r-b] ¶ Quando io vegno dela guardia in la coverta stretta, se non posso ferir de taglio, io fiero de punta E se de questi doi non posso ferire, io fiero del elzo, o del pomo. E questo si fa segondo che gl'intelletti sono E quando io son chossi ale strette, e'llo zugador crede pur dela spada voglio zugare. io mi metto all'abrazare, se io vezo che mi sia avantazo, E se non, io lo fiero del elzo in lo volto come denançi detto segondo che a'mi pare che meglio sta."
"[17] As you saw, the student who preceded me struck his opponent in the face with the crossguard of his sword. Thereafter he can quickly strike him in the face with his pommel, as you see depicted below.",,"[34r-c] ¶ Come voii vedeti che lo scolaro che m'e denançi fieri lo zugadore in lo volto cum lo elzo di sua spada, pr presta mente apresso lo po ferire cum lo pomo in lo volto come veder poteti qui di sotto."
"[18] Also let me tell you that the student immediately before me who struck his opponent in the face with the pommel of his sword, could also have done what I do, that is, step with his right foot behind his opponent’s left leg, and then hook his opponent’s neck with his sword handle, in order to throw him to the ground as I do.",,"[34r-d] ¶ Anchora dico che questo scolaro che m'e denanzi che fieri lo zugadore cum lo pomo dela spada in lo volto, che ello avarave possudo fare come io fazo, zoe acresser lo pe dritto dredo lo suo stancho. E lo mantenir de sua spada meter lo al suo collo per butar lo in terra come io fazo."
"[19] If I turn myself close on your left side, Your sword will be lost from your right hand. This student is unable to strike his opponent effectively,[344] so he transitions to grappling as follows: he places his sword point to the inside of his opponent’s right arm. Then the student slides his sword and his left arm under the opponent’s right arm, so as to throw him to the ground, or lock him in the lower bind, known as the “strong key”.","[11r-c] Anchora digo io che son lo quarto scolaro che lo nostro magistro po fare aquesto zogo per la coverta che ello ha fatta zoe che ello de passar cum lo pe dritto innanci. E lla punta della sua spada debia meter sotto lo suo dritto brazo. E cum lo brazo stancho seguisca la spada. E quando ello e passato cum lo suo brazo br stancho, lo suo dritto per sotto lo cubito. Ello revolta in la ligadura sottana senza dubito. Quelo che non a fatto per lui lo fazo. Ello porta lo honore e mi lo impazo.","[34v-c] ¶ Questo scolaro no possando ferire lo zugadore cum danno, si vole metter al'abrazare per questo modo zoe, che lo scolar mette la sua spada dentro parte della man dritta dello zugadore. E que[ll] fa lo scolaro per intrar cum sua spada e cum lo suo brazzo stancho, sotto lo brazzo dritto del zugadore per sbaterlo in terra, overo per metterlo in ligadura de sotto zoe in la chiave forte."
